ds,High,Low,Open
2021-11-15 08:00:00,5113.811589118646,4602.525275384025,4680.25
2021-11-15 12:00:00,5131.306573572024,4599.365287468283,4723.0
2021-11-15 16:00:00,5094.461510247238,4590.860464392132,4648.08
2021-11-15 20:00:00,5115.161822240469,4602.959908246487,4600.54
2021-11-16 00:00:00,5102.945254723862,4601.642519847245,4563.78
2021-11-16 04:00:00,5113.3933401229215,4583.924370172373,4309.58
2021-11-16 08:00:00,5094.060289014987,4572.280355545937,4312.11
2021-11-16 12:00:00,5092.409971678333,4562.731160970536,4292.43
2021-11-16 16:00:00,5089.378004798031,4572.020532497525,4285.82
2021-11-16 20:00:00,5110.800884346928,4577.737349231955,4265.03
2021-11-17 00:00:00,5106.933068984472,4554.198227531342,4209.76
2021-11-17 04:00:00,5090.190280078118,4505.753281454672,4122.11
2021-11-17 08:00:00,5035.329866946246,4502.24953153219,4183.67
2021-11-17 12:00:00,5034.574551861422,4483.09234310845,4252.4
2021-11-17 16:00:00,5004.212967996373,4435.888620138291,4174.76
2021-11-17 20:00:00,4959.41273750514,4440.391116312396,4242.52
2021-11-18 00:00:00,4882.0411231329845,4359.179743639932,4287.8
2021-11-18 04:00:00,4910.355668435393,4324.333583016257,4279.5
2021-11-18 08:00:00,4925.69810346694,4304.255946790869,4247.99
2021-11-18 12:00:00,4860.027228412394,4326.362016258151,4189.65
2021-11-18 16:00:00,4847.810287927472,4273.64364929985,4071.77
2021-11-18 20:00:00,4819.263925292901,4282.2529925942945,4065.41
2021-11-19 00:00:00,4803.59116740528,4227.32399492669,3996.9
2021-11-19 04:00:00,4793.03049339724,4178.298544604131,4010.67
2021-11-19 08:00:00,4703.050001884297,4207.253751264502,4062.04
2021-11-19 12:00:00,4744.025149578258,4121.245979273548,4141.2
2021-11-19 16:00:00,4740.078973056463,4155.120238559029,4216.17
2021-11-19 20:00:00,4716.101593697751,4140.930392555106,4290.07
2021-11-20 00:00:00,4723.7938569675525,4132.68549904112,4294.76
2021-11-20 04:00:00,4716.923275669469,4065.6245714698834,4280.55
2021-11-20 08:00:00,4621.776192588319,4037.217285730252,4279.99
2021-11-20 12:00:00,4624.077764266243,4063.4770427609324,4317.83
2021-11-20 16:00:00,4670.319721605412,4061.1451249829993,4213.06
2021-11-20 20:00:00,4596.661277579657,4085.316511946548,4398.39
2021-11-21 00:00:00,4631.624001029028,4079.392151812325,4412.17
2021-11-21 04:00:00,4637.836114538981,4093.058060671233,4343.29
2021-11-21 08:00:00,4650.635257278638,4084.9856992307655,4348.13
2021-11-21 12:00:00,4670.968563323931,4093.7805538814646,4319.53
2021-11-21 16:00:00,4674.717610652997,4125.785045957246,4366.21
2021-11-21 20:00:00,4704.812449356984,4136.365483513576,4345.99
2021-11-22 00:00:00,4642.166248551651,4101.446310607304,4258.31
2021-11-22 04:00:00,4637.9762362346655,4089.6385963510047,4164.99
2021-11-22 08:00:00,4667.64581693952,4087.489959934583,4188.17
2021-11-22 12:00:00,4682.666488354354,4088.362681754452,4171.92
2021-11-22 16:00:00,4654.061621160544,4066.436118812157,4236.6
2021-11-22 20:00:00,4651.308710801437,4069.2315361508604,4066.39
2021-11-23 00:00:00,4643.402245675437,4057.3148873927776,4085.97
2021-11-23 04:00:00,4618.543109866112,4064.030300368935,4178.58
2021-11-23 08:00:00,4582.876100605871,4034.2129203701556,4107.09
2021-11-23 12:00:00,4598.9716980590665,4078.374508929503,4135.28
2021-11-23 16:00:00,4603.483438785682,4078.530659112378,4269.55
2021-11-23 20:00:00,4610.955316399875,4077.605105537622,4355.86
2021-11-24 00:00:00,4617.0026643511,4054.8497288835597,4339.44
2021-11-24 04:00:00,4605.712976313818,4071.4235781684674,4246.71
2021-11-24 08:00:00,4591.445223001223,4056.3521907104,4269.37
2021-11-24 12:00:00,4601.741434431947,4057.4967479858806,4292.28
2021-11-24 16:00:00,4562.187409281526,4049.5042355337623,4252.35
2021-11-24 20:00:00,4568.299351654919,4017.1719866979124,4211.88
2021-11-25 00:00:00,4533.994507657694,4021.8097279137464,4269.36
2021-11-25 04:00:00,4550.283869861651,3991.18188689584,4317.2
2021-11-25 08:00:00,4502.584123324027,3990.2589171490426,4295.39
2021-11-25 12:00:00,4483.95423821508,3988.629076470028,4386.96
2021-11-25 16:00:00,4491.516599884654,4003.6355625217484,4475.65
2021-11-25 20:00:00,4452.816048664896,3989.548185025505,4502.04
2021-11-26 00:00:00,4461.858996784581,3983.7056220656136,4524.85
2021-11-26 04:00:00,4470.501921150775,3986.775966245719,4426.63
2021-11-26 08:00:00,4463.163523678397,3976.0774948053086,4343.45
2021-11-26 12:00:00,4458.3399726397665,3951.940618420976,3985.44
2021-11-26 16:00:00,4465.053637715061,3969.2178019441635,4063.94
2021-11-26 20:00:00,4429.057200791199,3933.4951534322245,4082.94
2021-11-27 00:00:00,4408.224933058966,3904.239095732848,4041.2
2021-11-27 04:00:00,4411.815461839191,3915.3323892446424,4115.01
2021-11-27 08:00:00,4392.295089860187,3922.699021061454,4123.82
2021-11-27 12:00:00,4403.580895735279,3884.056963159771,4111.82
2021-11-27 16:00:00,4358.904944053632,3886.7966948925996,4132.82
2021-11-27 20:00:00,4349.997536061498,3888.52068204378,4115.25
2021-11-28 00:00:00,4358.430633551098,3879.026978940633,4095.29
2021-11-28 04:00:00,4337.986708625751,3842.949499526275,4026.03
2021-11-28 08:00:00,4366.238073943511,3836.4153133076893,4069.31
2021-11-28 12:00:00,4356.210121788819,3841.946785586891,4096.6
2021-11-28 16:00:00,4355.1534116355615,3861.293102654279,4077.74
2021-11-28 20:00:00,4367.1158031491805,3859.7566992773764,4098.9
2021-11-29 00:00:00,4339.370743209887,3855.9180739075514,4294.78
2021-11-29 04:00:00,4362.847980424787,3870.1339785897767,4306.75
2021-11-29 08:00:00,4375.947766349469,3866.4839178932116,4350.74
2021-11-29 12:00:00,4357.448371751201,3863.5876957876394,4296.64
2021-11-29 16:00:00,4376.187184822114,3873.788487914827,4336.08
2021-11-29 20:00:00,4357.449065126274,3889.0768086450016,4387.04
2021-11-30 00:00:00,4398.1714154312485,3902.0831636429634,4444.53
2021-11-30 04:00:00,4384.560339687864,3903.9265753054237,4435.24
2021-11-30 08:00:00,4418.506135290137,3955.6665965563784,4412.82
2021-11-30 12:00:00,4455.640876560025,3946.4052994989834,4590.47
2021-11-30 16:00:00,4453.63920475777,4007.206683715681,4613.85
2021-11-30 20:00:00,4507.902071853329,3985.0503937722897,4663.23
2021-12-01 00:00:00,4532.515604152598,4016.382731172766,4630.26
2021-12-01 04:00:00,4540.358248882178,4044.1447723908564,4759.37
2021-12-01 08:00:00,4566.575721960116,4039.589971571357,4766.69
2021-12-01 12:00:00,4551.332783286095,4066.8734817360873,4672.86
2021-12-01 16:00:00,4580.118485511567,4045.03519883913,4725.57
2021-12-01 20:00:00,4579.323855138102,4050.642538502929,4660.58
2021-12-02 00:00:00,4567.383537810829,4047.78452112303,4582.95
2021-12-02 04:00:00,4578.397198421716,4013.8167722003705,4490.98
2021-12-02 08:00:00,4575.62980195364,4006.3962341342426,4560.11
2021-12-02 12:00:00,4572.592984221937,4010.9055030836284,4531.25
2021-12-02 16:00:00,4573.153952113736,4023.1895990032945,4543.06
2021-12-02 20:00:00,4578.820155027399,4007.6635503141665,4489.24
2021-12-03 00:00:00,4571.3761395846,4018.6990645589844,4511.21
2021-12-03 04:00:00,4584.019879650723,4019.0202824293187,4493.15
2021-12-03 08:00:00,4568.59840638346,4030.671741348976,4568.57
2021-12-03 12:00:00,4582.207166406524,4047.8568528931937,4612.08
2021-12-03 16:00:00,4569.569052089269,4060.714560259279,4468.15
2021-12-03 20:00:00,4576.700299926219,4030.5153562751525,4228.81
2021-12-04 00:00:00,4581.642304352251,4005.761949297905,4215.73
2021-12-04 04:00:00,4553.5897397579465,4009.712462389313,4058.12
2021-12-04 08:00:00,4551.5105989713265,3975.396329804367,3893.51
2021-12-04 12:00:00,4553.676604314724,3980.0515270685564,3866.36
2021-12-04 16:00:00,4551.515433625069,3966.2024396499387,4036.54
2021-12-04 20:00:00,4525.371995183605,3974.1892149707287,4117.36
2021-12-05 00:00:00,4541.674099923609,3970.3599320302815,4117.25
2021-12-05 04:00:00,4529.046236443532,3958.881088846989,4162.8
2021-12-05 08:00:00,4549.338890753315,3959.873305858137,4199.52
2021-12-05 12:00:00,4525.021592420865,3977.924413364135,4194.11
2021-12-05 16:00:00,4543.394517494521,3963.62656853944,4070.07
2021-12-05 20:00:00,4547.956245356713,3954.483305183483,4138.41
2021-12-06 00:00:00,4547.195371361125,3969.172781458198,4196.44
2021-12-06 04:00:00,4537.998403813486,3947.259610816064,4168.09
2021-12-06 08:00:00,4552.031404502933,3944.0159930505847,4071.98
2021-12-06 12:00:00,4505.129261057099,3939.5096413059196,4044.41
2021-12-06 16:00:00,4499.448955876615,3917.5543227786047,4125.41
2021-12-06 20:00:00,4501.748854156892,3932.3881904707496,4194.29
2021-12-07 00:00:00,4520.992176451829,3980.4308382581294,4347.59
2021-12-07 04:00:00,4537.070396837773,3958.658139363621,4341.57
2021-12-07 08:00:00,4523.2051100406115,3941.0307740943795,4352.9
2021-12-07 12:00:00,4575.015789946186,4012.7404346480953,4408.33
2021-12-07 16:00:00,4552.816802241436,3989.8325039678098,4386.59
2021-12-07 20:00:00,4594.354647496271,4017.5355313322757,4313.19
2021-12-08 00:00:00,4610.321319720652,4016.358327264443,4306.4
2021-12-08 04:00:00,4612.468492288896,4018.5211757196726,4293.57
2021-12-08 08:00:00,4609.099126743143,4019.2492602571992,4367.31
2021-12-08 12:00:00,4609.379019945308,4036.3458235842486,4267.27
2021-12-08 16:00:00,4593.091004584885,4017.7897225590445,4403.22
2021-12-08 20:00:00,4591.932126986696,4011.7144465354395,4381.37
2021-12-09 00:00:00,4580.531173041774,4006.5923900487005,4436.91
2021-12-09 04:00:00,4563.802347331125,3989.5799545703817,4359.41
2021-12-09 08:00:00,4569.723155582663,3987.8426419965167,4379.22
2021-12-09 12:00:00,4569.746860792833,3985.8580069359537,4304.04
2021-12-09 16:00:00,4536.744877040836,3988.0079166949154,4201.35
2021-12-09 20:00:00,4548.1629558160475,3973.1271293493583,4122.46
2021-12-10 00:00:00,4525.644961905799,3956.3544374665375,4105.64
2021-12-10 04:00:00,4522.953318099551,3967.7190270522256,4140.86
2021-12-10 08:00:00,4531.117894137462,3972.0533883403655,4031.01
2021-12-10 12:00:00,4515.183161877624,3960.272681066426,4156.82
2021-12-10 16:00:00,4493.780160503345,3945.1301342926863,4022.9
2021-12-10 20:00:00,4482.697303269766,3943.380034416976,4016.56
2021-12-11 00:00:00,4484.4393691496825,3958.4011334804427,3897.94
2021-12-11 04:00:00,4476.739502446176,3922.164925261125,4008.53
2021-12-11 08:00:00,4469.153870515637,3910.4111636565244,3977.79
2021-12-11 12:00:00,4465.20906266684,3887.996803086174,4013.99
2021-12-11 16:00:00,4451.762634239352,3900.016196416368,4058.08
2021-12-11 20:00:00,4424.217745543848,3901.193681542985,4004.01
2021-12-12 00:00:00,4436.190034927729,3896.998941733729,4089.37
2021-12-12 04:00:00,4436.243534279925,3897.8295244750548,4042.76
2021-12-12 08:00:00,4413.824050781284,3874.1929161966145,4055.9
2021-12-12 12:00:00,4396.019074325443,3864.251363807697,4036.09
2021-12-12 16:00:00,4414.070519775472,3897.5396008491966,4024.68
2021-12-12 20:00:00,4409.065229519976,3892.0434127214544,4139.31
2021-12-13 00:00:00,4415.0259762901405,3886.3051051604953,4130.0
2021-12-13 04:00:00,4388.095934137225,3880.6059493755683,3996.32
2021-12-13 08:00:00,4378.152102600998,3875.9048001860024,3987.07
2021-12-13 12:00:00,4396.971905558699,3875.738765180777,4011.25
2021-12-13 16:00:00,4385.549306665824,3863.4560037042675,3810.99
2021-12-13 20:00:00,4357.3972365375785,3876.9628372061397,3765.8
2021-12-14 00:00:00,4377.600370485055,3857.4383223908817,3781.93
2021-12-14 04:00:00,4347.541248149474,3856.0627166720574,3775.14
2021-12-14 08:00:00,4361.962667441442,3856.3425254734266,3783.29
2021-12-14 12:00:00,4338.447873849894,3855.060151228877,3839.2
2021-12-14 16:00:00,4358.322820595439,3842.2152819064063,3785.95
2021-12-14 20:00:00,4341.689502232685,3832.5420963444494,3768.74
2021-12-15 00:00:00,4327.908515890729,3826.380982238328,3858.99
2021-12-15 04:00:00,4336.692066714399,3832.438943982271,3847.45
2021-12-15 08:00:00,4343.20280129162,3827.891586982381,3863.68
2021-12-15 12:00:00,4319.99087212696,3826.8875840689657,3851.12
2021-12-15 16:00:00,4317.802792946954,3799.890011504242,3659.38
2021-12-15 20:00:00,4308.702328424959,3783.5335298185996,3969.54
2021-12-16 00:00:00,4268.856666888413,3792.877840382389,4019.08
2021-12-16 04:00:00,4287.27114401824,3768.3434059489587,4018.08
2021-12-16 08:00:00,4275.8221337208,3772.1660153742464,4021.68
2021-12-16 12:00:00,4259.765791809375,3740.0930816739174,4069.63
2021-12-16 16:00:00,4269.561387940833,3716.374841959145,4082.0
2021-12-16 20:00:00,4251.021210990074,3743.3304727945206,3996.82
2021-12-17 00:00:00,4237.179780498521,3715.717195501166,3958.11
2021-12-17 04:00:00,4233.047305504776,3707.0676028165954,3968.03
2021-12-17 08:00:00,4219.777566816032,3706.5784887119967,3881.54
2021-12-17 12:00:00,4212.480816467479,3683.161128352796,3834.36
2021-12-17 16:00:00,4177.340167561215,3661.325095105644,3834.55
2021-12-17 20:00:00,4160.835472360004,3671.289597130388,3881.3
2021-12-18 00:00:00,4164.782617975237,3666.5723230260774,3875.42
2021-12-18 04:00:00,4183.509665488985,3646.748211529353,3877.23
2021-12-18 08:00:00,4162.814342881811,3664.728160963031,3890.43
2021-12-18 12:00:00,4157.999823931803,3640.2928563697324,3958.13
2021-12-18 16:00:00,4131.385889445745,3636.3343512048514,3945.41
2021-12-18 20:00:00,4144.574547077796,3650.925751993283,3943.2
2021-12-19 00:00:00,4140.492826254302,3630.307704192138,3959.93
2021-12-19 04:00:00,4172.824699630693,3624.560381902484,3988.58
2021-12-19 08:00:00,4143.060551158119,3649.2404850021144,3977.0
2021-12-19 12:00:00,4156.654647839715,3667.2183469202996,3925.36
2021-12-19 16:00:00,4175.365213241223,3656.115675871464,3927.26
2021-12-19 20:00:00,4177.533232581153,3627.8993486235822,3914.06
2021-12-20 00:00:00,4178.480040311174,3664.0207298085566,3924.14
2021-12-20 04:00:00,4190.273052849206,3630.9306304198994,3906.62
2021-12-20 08:00:00,4158.707596123906,3630.1038330013084,3823.97
2021-12-20 12:00:00,4136.147098604871,3605.2427049648563,3813.02
2021-12-20 16:00:00,4142.656664938405,3632.734256459705,3800.77
2021-12-20 20:00:00,4160.623100905983,3639.4381134448226,3872.19
2021-12-21 00:00:00,4146.89208974685,3632.7717110821186,3944.73
2021-12-21 04:00:00,4169.50745815195,3625.595223755042,4007.46
2021-12-21 08:00:00,4157.324486193138,3624.2796813349178,4003.21
2021-12-21 12:00:00,4151.850255007026,3627.769109206088,4025.32
2021-12-21 16:00:00,4182.7191159093545,3650.3766957325147,3978.21
2021-12-21 20:00:00,4171.802744133893,3656.218264288633,4007.87
2021-12-22 00:00:00,4184.4819882597685,3679.251289928368,4014.15
2021-12-22 04:00:00,4199.014907580347,3644.026894003993,4048.6
2021-12-22 08:00:00,4198.621285029428,3649.8072878562452,4047.24
2021-12-22 12:00:00,4219.480391470657,3647.3296273627843,4022.51
2021-12-22 16:00:00,4209.4604166537165,3650.08919380576,4007.24
2021-12-22 20:00:00,4197.6004773840605,3648.88144017033,3997.5
2021-12-23 00:00:00,4192.076780442246,3656.926188711024,3979.51
2021-12-23 04:00:00,4178.600636083088,3619.056103050113,3960.59
2021-12-23 08:00:00,4165.239123506006,3608.2415985380253,3911.6
2021-12-23 12:00:00,4175.791449721329,3607.106568645372,3934.32
2021-12-23 16:00:00,4164.678797035193,3582.4923321257597,3950.65
2021-12-23 20:00:00,4160.363687564241,3602.2459097131605,4133.64
2021-12-24 00:00:00,4165.106438782698,3600.1425319614923,4111.41
2021-12-24 04:00:00,4150.024231891412,3597.7071841423717,4092.03
2021-12-24 08:00:00,4132.211457018615,3606.542556765668,4088.67
2021-12-24 12:00:00,4165.728401552849,3603.6395529241236,4079.0
2021-12-24 16:00:00,4164.517779528883,3595.2582900645607,4094.23
2021-09-01 08:00:00,3646.4700756182065,3174.901318033617,3516.86
2021-09-01 12:00:00,3653.79703758008,3178.5169900901556,3530.99
2021-09-01 16:00:00,3658.4556651461926,3186.6051125324057,3580.56
2021-09-01 20:00:00,3683.702206010421,3191.9450991911085,3713.11
2021-09-02 00:00:00,3675.606656064538,3187.0153132424607,3826.82
2021-09-02 04:00:00,3656.121831816586,3181.3735650872754,3763.31
2021-09-02 08:00:00,3673.184871464638,3204.670887280448,3733.41
2021-09-02 12:00:00,3703.3219779005203,3211.3860370603406,3760.62
2021-09-02 16:00:00,3682.4178858256355,3214.066415998002,3756.31
2021-09-02 20:00:00,3679.956777837689,3238.5111059589512,3783.89
2021-09-03 00:00:00,3714.554227736038,3266.57274328934,3785.82
2021-09-03 04:00:00,3724.5199240815696,3264.27782276111,3806.83
2021-09-03 08:00:00,3719.2127068797145,3282.363637919126,3797.92
2021-09-03 12:00:00,3748.0690077629897,3272.149437917481,3953.48
2021-09-03 16:00:00,3757.8286434371907,3313.131985070997,3968.8
2021-09-03 20:00:00,3785.0505424205858,3335.096024104267,3943.85
2021-09-04 00:00:00,3824.4148088598786,3352.730888090814,3938.11
2021-09-04 04:00:00,3838.4924971274904,3325.8153222658743,3917.76
2021-09-04 08:00:00,3845.7701036728217,3344.744376595133,3916.75
2021-09-04 12:00:00,3836.1697821179055,3366.7468367855777,3886.89
2021-09-04 16:00:00,3861.743074591008,3391.8323488030965,3917.72
2021-09-04 20:00:00,3832.0047757926855,3403.0244198783244,3858.41
2021-09-05 00:00:00,3857.524222098668,3411.167319816272,3885.52
2021-09-05 04:00:00,3889.421086062349,3455.237329337687,3845.0
2021-09-05 08:00:00,3891.7419827816966,3461.2800783110984,3870.71
2021-09-05 12:00:00,3921.3093021884524,3470.368651686398,3924.56
2021-09-05 16:00:00,3926.2941844346988,3482.102516342101,3907.68
2021-09-05 20:00:00,3950.479025103435,3485.2250656172096,3928.47
2021-09-06 00:00:00,3942.9511007380393,3521.381491380258,3950.29
2021-09-06 04:00:00,3963.670936159051,3503.6328108071893,3904.98
2021-09-06 08:00:00,3962.3225913204856,3557.3053313893424,3943.76
2021-09-06 12:00:00,3973.9601867341976,3527.639648078383,3904.77
2021-09-06 16:00:00,3990.9355080800174,3558.30809650096,3924.98
2021-09-06 20:00:00,4013.9573303551697,3559.7848391181724,3937.8
2021-09-07 00:00:00,4019.7324970409995,3575.9962204855847,3926.77
2021-09-07 04:00:00,4036.6032902304605,3576.6686350103437,3913.67
2021-09-07 08:00:00,4039.182851678966,3608.4536542318424,3883.85
2021-09-07 12:00:00,4045.4701573720276,3613.5606826175376,3749.18
2021-09-07 16:00:00,4072.834502097052,3605.0154182258675,3452.7
2021-09-07 20:00:00,4054.9281185854975,3608.6632395754764,3411.9
2021-09-08 00:00:00,4055.7684223518204,3612.089761770134,3434.57
2021-09-08 04:00:00,4060.042466448537,3592.473773921359,3430.32
2021-09-08 08:00:00,4057.3486006433886,3583.2701441975987,3258.22
2021-09-08 12:00:00,4050.3255482721197,3571.1128171273194,3406.26
2021-09-08 16:00:00,4018.1221513076157,3551.79694553462,3419.35
2021-09-08 20:00:00,4037.5749904014474,3572.455738680505,3523.14
2021-09-09 00:00:00,4016.63571140836,3573.444655925572,3499.0
2021-09-09 04:00:00,4026.7860582768585,3557.8098966301823,3469.88
2021-09-09 08:00:00,4013.162930500549,3536.0743563828346,3499.42
2021-09-09 12:00:00,3999.511641078396,3553.3869983038553,3479.99
2021-09-09 16:00:00,4010.415494588965,3556.581815148476,3523.75
2021-09-09 20:00:00,4001.4651706774775,3532.692671028889,3463.68
2021-09-10 00:00:00,4033.1245240185244,3533.873748598233,3424.93
2021-09-10 04:00:00,4007.7149167556145,3510.698450243888,3465.02
2021-09-10 08:00:00,4022.6892727745185,3528.602896744369,3403.12
2021-09-10 12:00:00,4032.4437141500057,3529.2311418770496,3401.42
2021-09-10 16:00:00,3981.0429950340467,3524.055203418013,3298.99
2021-09-10 20:00:00,4024.2727591406556,3498.314776187099,3311.26
2021-09-11 00:00:00,4014.3519338939473,3533.247127907948,3208.86
2021-09-11 04:00:00,4022.385662222458,3481.505194469736,3241.63
2021-09-11 08:00:00,3990.4385188250844,3481.3454350541233,3248.03
2021-09-11 12:00:00,4017.24167656609,3491.9885521318583,3293.12
2021-09-11 16:00:00,3987.18265773481,3478.4188157728026,3311.0
2021-09-11 20:00:00,4007.6541655548076,3465.0473655364854,3298.35
2021-09-12 00:00:00,4008.773342935393,3484.8763630453554,3267.21
2021-09-12 04:00:00,4024.4012675635618,3490.108125470462,3327.54
2021-09-12 08:00:00,3987.019775843281,3484.942685690456,3320.98
2021-09-12 12:00:00,3986.214452353693,3457.391244708468,3438.06
2021-09-12 16:00:00,4008.2142206716726,3492.6066900144656,3416.55
2021-09-12 20:00:00,4021.3426254106976,3469.689038582598,3406.59
2021-09-13 00:00:00,4031.5880827806345,3482.412403717372,3404.21
2021-09-13 04:00:00,4022.501249210316,3466.587865488221,3257.7
2021-09-13 08:00:00,4020.6066556293063,3472.758991107199,3203.57
2021-09-13 12:00:00,4012.5208489796883,3465.638176367382,3251.24
2021-09-13 16:00:00,3998.751997331712,3438.302375499834,3202.62
2021-09-13 20:00:00,4007.935693183245,3449.4008519890594,3253.69
2021-09-14 00:00:00,3988.823438055969,3439.7501000389775,3285.35
2021-09-14 04:00:00,3976.1226973533667,3394.3467921366423,3291.33
2021-09-14 08:00:00,3948.9538867154097,3390.502372688111,3311.86
2021-09-14 12:00:00,3953.69109113669,3409.99087176347,3330.01
2021-09-14 16:00:00,3968.808447926902,3401.958685824855,3388.34
2021-09-14 20:00:00,3938.4705144733625,3382.606628543808,3350.11
2021-09-15 00:00:00,3904.5400244763746,3351.890622782941,3434.37
2021-09-15 04:00:00,3913.479845467178,3336.0640127822367,3396.19
2021-09-15 08:00:00,3894.1656435423147,3341.8768586169035,3404.19
2021-09-15 12:00:00,3898.5399592383005,3338.470970629779,3410.76
2021-09-15 16:00:00,3881.690252762176,3330.0894357219777,3498.14
2021-09-15 20:00:00,3877.014423061104,3313.9287259924386,3534.46
2021-09-16 00:00:00,3838.3835302396333,3319.189650995799,3613.55
2021-09-16 04:00:00,3861.2609643157266,3301.9394264046264,3542.91
2021-09-16 08:00:00,3824.3055184627315,3297.7620395009167,3634.08
2021-09-16 12:00:00,3846.7553370093906,3286.3917184458096,3619.29
2021-09-16 16:00:00,3834.322287223319,3298.317649799243,3618.2
2021-09-16 20:00:00,3834.511098548178,3303.043074046272,3562.9
2021-09-17 00:00:00,3830.0440622010556,3291.6317826842865,3567.98
2021-09-17 04:00:00,3857.039361400114,3294.0394702371595,3563.03
2021-09-17 08:00:00,3825.0444357854335,3305.0399831509176,3520.13
2021-09-17 12:00:00,3807.5454015585788,3296.9161825190563,3449.03
2021-09-17 16:00:00,3820.370083874572,3294.641481259614,3450.78
2021-09-17 20:00:00,3855.1986964392595,3273.0243225921936,3424.05
2021-09-18 00:00:00,3797.1345866424513,3281.466127381843,3399.81
2021-09-18 04:00:00,3784.5071507583743,3252.45625318774,3451.42
2021-09-18 08:00:00,3796.4617378669027,3259.2628040230175,3503.01
2021-09-18 12:00:00,3798.0178387035608,3250.2560488896174,3496.5
2021-09-18 16:00:00,3797.7091634301423,3298.7962328680505,3474.61
2021-09-18 20:00:00,3852.865015871771,3271.421068468635,3445.12
